Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Nevada,32,Sequelae of assault,Y87.1,34,48335386,0.1
Total,Nevada,32,,,3298,48335386,6.8
,New Hampshire,33,"Assault by hanging, strangulation and suffocation",X91,19,24717648,
,New Hampshire,33,"Assault by rifle, shotgun and larger firearm discharge",X94,23,24717648,0.1
,New Hampshire,33,Assault by other and unspecified firearm discharge,X95,132,24717648,0.5
,New Hampshire,33,Assault by sharp object,X99,63,24717648,0.3
,New Hampshire,33,Assault by unspecified means,Y09,56,24717648,0.2
,New Hampshire,33,Sequelae of assault,Y87.1,11,24717648,
Total,New Hampshire,33,,,355,24717648,1.4
,New Jersey,34,Terrorism involving destruction of aircraft,U01.1,692,165736728,0.4
,New Jersey,34,"Assault by drugs, medicaments and biological substances",X85,18,165736728,
,New Jersey,34,"Assault by hanging, strangulation and suffocation",X91,264,165736728,0.2
,New Jersey,34,Assault by drowning and submersion,X92,22,165736728,0
,New Jersey,34,Assault by handgun discharge,X93,93,165736728,0.1
,New Jersey,34,"Assault by rifle, shotgun and larger firearm discharge",X94,129,165736728,0.1
,New Jersey,34,Assault by other and unspecified firearm discharge,X95,4562,165736728,2.8
,New Jersey,34,"Assault by smoke, fire and flames",X97,40,165736728,0
,New Jersey,34,Assault by sharp object,X99,1001,165736728,0.6
,New Jersey,34,Assault by blunt object,Y00,20,165736728,0
,New Jersey,34,Assault by bodily force,Y04,37,165736728,0
,New Jersey,34,By unspecified person,Y07.9,43,165736728,0
,New Jersey,34,Assault by other specified means,Y08,106,165736728,0.1
,New Jersey,34,Assault by unspecified means,Y09,806,165736728,0.5
,New Jersey,34,Sequelae of assault,Y87.1,79,165736728,0
Total,New Jersey,34,,,7946,165736728,4.8
,New Mexico,35,"Assault by hanging, strangulation and suffocation",X91,105,37679448,0.3
,New Mexico,35,Assault by handgun discharge,X93,451,37679448,1.2
,New Mexico,35,"Assault by rifle, shotgun and larger firearm discharge",X94,172,37679448,0.5
,New Mexico,35,Assault by other and unspecified firearm discharge,X95,981,37679448,2.6
,New Mexico,35,"Assault by smoke, fire and flames",X97,20,37679448,0.1
,New Mexico,35,Assault by sharp object,X99,458,37679448,1.2
,New Mexico,35,Assault by crashing of motor vehicle,Y03,22,37679448,0.1
,New Mexico,35,Assault by bodily force,Y04,21,37679448,0.1
,New Mexico,35,By unspecified person,Y07.9,37,37679448,0.1
,New Mexico,35,Assault by other specified means,Y08,272,37679448,0.7
,New Mexico,35,Assault by unspecified means,Y09,325,37679448,0.9
,New Mexico,35,Sequelae of assault,Y87.1,47,37679448,0.1
Total,New Mexico,35,,,2946,37679448,7.8
,New York,36,Terrorism involving destruction of aircraft,U01.1,1775,367517797,0.5
,New York,36,"Assault by drugs, medicaments and biological substances",X85,41,367517797,0
,New York,36,Assault by gases and vapours,X88,19,367517797,
,New York,36,"Assault by hanging, strangulation and suffocation",X91,703,367517797,0.2
,New York,36,Assault by drowning and submersion,X92,57,367517797,0
,New York,36,Assault by handgun discharge,X93,75,367517797,0
,New York,36,"Assault by rifle, shotgun and larger firearm discharge",X94,373,367517797,0.1
,New York,36,Assault by other and unspecified firearm discharge,X95,8843,367517797,2.4
,New York,36,"Assault by smoke, fire and flames",X97,158,367517797,0
,New York,36,Assault by sharp object,X99,2848,367517797,0.8
,New York,36,Assault by blunt object,Y00,63,367517797,0
,New York,36,Assault by pushing from high place,Y01,30,367517797,0
,New York,36,Assault by pushing or placing victim before moving object,Y02,21,367517797,0
,New York,36,Assault by crashing of motor vehicle,Y03,60,367517797,0
,New York,36,Assault by bodily force,Y04,78,367517797,0
,New York,36,By unspecified person,Y06.9,23,367517797,0
,New York,36,By unspecified person,Y07.9,127,367517797,0
,New York,36,Assault by other specified means,Y08,310,367517797,0.1
,New York,36,Assault by unspecified means,Y09,1755,367517797,0.5
,New York,36,Sequelae of assault,Y87.1,316,367517797,0.1
Total,New York,36,,,17705,367517797,4.8
,North Carolina,37,"Assault by drugs, medicaments and biological substances",X85,14,174209369,
,North Carolina,37,Assault by gases and vapours,X88,11,174209369,
,North Carolina,37,"Assault by hanging, strangulation and suffocation",X91,376,174209369,0.2
,North Carolina,37,Assault by drowning and submersion,X92,20,174209369,0
,North Carolina,37,Assault by handgun discharge,X93,162,174209369,0.1
,North Carolina,37,"Assault by rifle, shotgun and larger firearm discharge",X94,571,174209369,0.3
,North Carolina,37,Assault by other and unspecified firearm discharge,X95,7597,174209369,4.4
,North Carolina,37,"Assault by smoke, fire and flames",X97,61,174209369,0
,North Carolina,37,Assault by sharp object,X99,1299,174209369,0.7
,North Carolina,37,Assault by blunt object,Y00,41,174209369,0
,North Carolina,37,Assault by crashing of motor vehicle,Y03,13,174209369,
,North Carolina,37,Assault by bodily force,Y04,34,174209369,0
,North Carolina,37,By unspecified person,Y06.9,13,174209369,
,North Carolina,37,By unspecified person,Y07.9,106,174209369,0.1
,North Carolina,37,Assault by other specified means,Y08,171,174209369,0.1
,North Carolina,37,Assault by unspecified means,Y09,1096,174209369,0.6
,North Carolina,37,Sequelae of assault,Y87.1,92,174209369,0.1
Total,North Carolina,37,,,11711,174209369,6.7
,North Dakota,38,"Assault by hanging, strangulation and suffocation",X91,15,12907379,
,North Dakota,38,Assault by handgun discharge,X93,25,12907379,0.2
,North Dakota,38,"Assault by rifle, shotgun and larger firearm discharge",X94,26,12907379,0.2
,North Dakota,38,Assault by other and unspecified firearm discharge,X95,66,12907379,0.5
,North Dakota,38,Assault by sharp object,X99,47,12907379,0.4
,North Dakota,38,Assault by unspecified means,Y09,43,12907379,0.3
Total,North Dakota,38,,,246,12907379,1.9
,Ohio,39,"Assault by drugs, medicaments and biological substances",X85,89,218537270,0
,Ohio,39,Assault by gases and vapours,X88,38,218537270,0
,Ohio,39,"Assault by hanging, strangulation and suffocation",X91,454,218537270,0.2
,Ohio,39,Assault by drowning and submersion,X92,32,218537270,0
,Ohio,39,Assault by handgun discharge,X93,449,218537270,0.2
,Ohio,39,"Assault by rifle, shotgun and larger firearm discharge",X94,273,218537270,0.1
,Ohio,39,Assault by other and unspecified firearm discharge,X95,6974,218537270,3.2
,Ohio,39,"Assault by smoke, fire and flames",X97,161,218537270,0.1
,Ohio,39,Assault by sharp object,X99,1033,218537270,0.5
,Ohio,39,Assault by blunt object,Y00,49,218537270,0
,Ohio,39,Assault by crashing of motor vehicle,Y03,46,218537270,0
,Ohio,39,Assault by bodily force,Y04,50,218537270,0
,Ohio,39,By unspecified person,Y06.9,18,218537270,
,Ohio,39,By unspecified person,Y07.9,157,218537270,0.1
,Ohio,39,Assault by other specified means,Y08,250,218537270,0.1
,Ohio,39,Assault by unspecified means,Y09,1106,218537270,0.5
,Ohio,39,Sequelae of assault,Y87.1,191,218537270,0.1
Total,Ohio,39,,,11408,218537270,5.2
,Oklahoma,40,"Assault by drugs, medicaments and biological substances",X85,13,69889751,
,Oklahoma,40,"Assault by hanging, strangulation and suffocation",X91,157,69889751,0.2
,Oklahoma,40,Assault by drowning and submersion,X92,15,69889751,
,Oklahoma,40,Assault by handgun discharge,X93,740,69889751,1.1
,Oklahoma,40,"Assault by rifle, shotgun and larger firearm discharge",X94,337,69889751,0.5
,Oklahoma,40,Assault by other and unspecified firearm discharge,X95,1931,69889751,2.8
,Oklahoma,40,"Assault by smoke, fire and flames",X97,42,69889751,0.1
,Oklahoma,40,Assault by sharp object,X99,538,69889751,0.8
,Oklahoma,40,Assault by crashing of motor vehicle,Y03,14,69889751,
,Oklahoma,40,By unspecified person,Y07.9,64,69889751,0.1
,Oklahoma,40,Assault by other specified means,Y08,24,69889751,0
,Oklahoma,40,Assault by unspecified means,Y09,701,69889751,1
,Oklahoma,40,Sequelae of assault,Y87.1,62,69889751,0.1
Total,Oklahoma,40,,,4668,69889751,6.7
,Oregon,41,"Assault by hanging, strangulation and suffocation",X91,103,71265198,0.1
,Oregon,41,Assault by handgun discharge,X93,329,71265198,0.5
,Oregon,41,"Assault by rifle, shotgun and larger firearm discharge",X94,149,71265198,0.2
,Oregon,41,Assault by other and unspecified firearm discharge,X95,663,71265198,0.9
,Oregon,41,"Assault by smoke, fire and flames",X97,16,71265198,
,Oregon,41,Assault by sharp object,X99,302,71265198,0.4
,Oregon,41,Assault by blunt object,Y00,20,71265198,0
,Oregon,41,Assault by bodily force,Y04,18,71265198,
,Oregon,41,By unspecified person,Y07.9,34,71265198,0
,Oregon,41,Assault by other specified means,Y08,37,71265198,0.1
,Oregon,41,Assault by unspecified means,Y09,291,71265198,0.4
,Oregon,41,Sequelae of assault,Y87.1,32,71265198,0
Total,Oregon,41,,,2028,71265198,2.8
,Pennsylvania,42,Terrorism involving destruction of aircraft,U01.1,28,238926197,0
,Pennsylvania,42,"Assault by drugs, medicaments and biological substances",X85,125,238926197,0.1
,Pennsylvania,42,"Assault by hanging, strangulation and suffocation",X91,378,238926197,0.2
,Pennsylvania,42,Assault by drowning and submersion,X92,28,238926197,0
,Pennsylvania,42,Assault by handgun discharge,X93,102,238926197,0
,Pennsylvania,42,"Assault by rifle, shotgun and larger firearm discharge",X94,247,238926197,0.1
,Pennsylvania,42,Assault by other and unspecified firearm discharge,X95,9252,238926197,3.9
,Pennsylvania,42,"Assault by smoke, fire and flames",X97,152,238926197,0.1
,Pennsylvania,42,Assault by sharp object,X99,1089,238926197,0.5
,Pennsylvania,42,Assault by blunt object,Y00,62,238926197,0
,Pennsylvania,42,Assault by pushing from high place,Y01,13,238926197,
,Pennsylvania,42,Assault by pushing or placing victim before moving object,Y02,14,238926197,
,Pennsylvania,42,Assault by crashing of motor vehicle,Y03,37,238926197,0
,Pennsylvania,42,Assault by bodily force,Y04,57,238926197,0
,Pennsylvania,42,By unspecified person,Y06.9,16,238926197,
,Pennsylvania,42,By unspecified person,Y07.9,53,238926197,0
,Pennsylvania,42,Assault by other specified means,Y08,369,238926197,0.2
,Pennsylvania,42,Assault by unspecified means,Y09,878,238926197,0.4
,Pennsylvania,42,Sequelae of assault,Y87.1,161,238926197,0.1
Total,Pennsylvania,42,,,13083,238926197,5.5
,Rhode Island,44,"Assault by hanging, strangulation and suffocation",X91,26,20087963,0.1
,Rhode Island,44,"Assault by rifle, shotgun and larger firearm discharge",X94,13,20087963,
,Rhode Island,44,Assault by other and unspecified firearm discharge,X95,309,20087963,1.5
,Rhode Island,44,Assault by sharp object,X99,79,20087963,0.4
,Rhode Island,44,Assault by unspecified means,Y09,106,20087963,0.5
Total,Rhode Island,44,,,573,20087963,2.9
,South Carolina,45,"Assault by drugs, medicaments and biological substances",X85,20,85228949,0
,South Carolina,45,"Assault by hanging, strangulation and suffocation",X91,234,85228949,0.3
,South Carolina,45,Assault by drowning and submersion,X92,16,85228949,
,South Carolina,45,Assault by handgun discharge,X93,94,85228949,0.1
,South Carolina,45,"Assault by rifle, shotgun and larger firearm discharge",X94,308,85228949,0.4
,South Carolina,45,Assault by other and unspecified firearm discharge,X95,4447,85228949,5.2
,South Carolina,45,"Assault by smoke, fire and flames",X97,42,85228949,0
,South Carolina,45,Assault by sharp object,X99,664,85228949,0.8
,South Carolina,45,Assault by blunt object,Y00,54,85228949,0.1
,South Carolina,45,Assault by pushing or placing victim before moving object,Y02,10,85228949,
,South Carolina,45,Assault by crashing of motor vehicle,Y03,19,85228949,
,South Carolina,45,Assault by bodily force,Y04,42,85228949,0
,South Carolina,45,By unspecified person,Y06.9,19,85228949,
,South Carolina,45,By unspecified person,Y07.9,54,85228949,0.1
,South Carolina,45,Assault by other specified means,Y08,290,85228949,0.3
,South Carolina,45,Assault by unspecified means,Y09,436,85228949,0.5
,South Carolina,45,Sequelae of assault,Y87.1,52,85228949,0.1
Total,South Carolina,45,,,6823,85228949,8
,South Dakota,46,"Assault by hanging, strangulation and suffocation",X91,26,15276970,0.2
,South Dakota,46,Assault by handgun discharge,X93,65,15276970,0.4
,South Dakota,46,"Assault by rifle, shotgun and larger firearm discharge",X94,37,15276970,0.2
,South Dakota,46,Assault by other and unspecified firearm discharge,X95,33,15276970,0.2
,South Dakota,46,Assault by sharp object,X99,88,15276970,0.6
,South Dakota,46,Assault by bodily force,Y04,16,15276970,
,South Dakota,46,By unspecified person,Y07.9,12,15276970,
,South Dakota,46,Assault by other specified means,Y08,25,15276970,0.2
,South Dakota,46,Assault by unspecified means,Y09,108,15276970,0.7
Total,South Dakota,46,,,441,15276970,2.9
,Tennessee,47,"Assault by drugs, medicaments and biological substances",X85,22,117660805,0
,Tennessee,47,"Assault by hanging, strangulation and suffocation",X91,275,117660805,0.2
,Tennessee,47,Assault by drowning and submersion,X92,11,117660805,
,Tennessee,47,Assault by handgun discharge,X93,174,117660805,0.1
,Tennessee,47,"Assault by rifle, shotgun and larger firearm discharge",X94,319,117660805,0.3
,Tennessee,47,Assault by other and unspecified firearm discharge,X95,5893,117660805,5
,Tennessee,47,"Assault by smoke, fire and flames",X97,51,117660805,0
,Tennessee,47,Assault by sharp object,X99,796,117660805,0.7
,Tennessee,47,Assault by blunt object,Y00,25,117660805,0
,Tennessee,47,Assault by crashing of motor vehicle,Y03,19,117660805,
,Tennessee,47,Assault by bodily force,Y04,22,117660805,0
,Tennessee,47,By unspecified person,Y06.9,19,117660805,
,Tennessee,47,By unspecified person,Y07.9,56,117660805,0
,Tennessee,47,Assault by other specified means,Y08,117,117660805,0.1
,Tennessee,47,Assault by unspecified means,Y09,941,117660805,0.8
,Tennessee,47,Sequelae of assault,Y87.1,61,117660805,0.1
Total,Tennessee,47,,,8828,117660805,7.5
,Texas,48,"Assault by drugs, medicaments and biological substances",X85,111,461846329,0
,Texas,48,Assault by gases and vapours,X88,19,461846329,
,Texas,48,"Assault by hanging, strangulation and suffocation",X91,910,461846329,0.2
,Texas,48,Assault by drowning and submersion,X92,112,461846329,0
,Texas,48,Assault by handgun discharge,X93,746,461846329,0.2
,Texas,48,"Assault by rifle, shotgun and larger firearm discharge",X94,1329,461846329,0.3
,Texas,48,Assault by other and unspecified firearm discharge,X95,16344,461846329,3.5
,Texas,48,"Assault by smoke, fire and flames",X97,143,461846329,0
,Texas,48,"Assault by steam, hot vapours and hot objects",X98,10,461846329,
,Texas,48,Assault by sharp object,X99,2882,461846329,0.6
,Texas,48,Assault by blunt object,Y00,176,461846329,0
,Texas,48,Assault by pushing from high place,Y01,17,461846329,
,Texas,48,Assault by pushing or placing victim before moving object,Y02,73,461846329,0
,Texas,48,Assault by crashing of motor vehicle,Y03,116,461846329,0
,Texas,48,Assault by bodily force,Y04,163,461846329,0
,Texas,48,By unspecified person,Y06.9,47,461846329,0
,Texas,48,By unspecified person,Y07.9,158,461846329,0
,Texas,48,Assault by other specified means,Y08,418,461846329,0.1
,Texas,48,Assault by unspecified means,Y09,3287,461846329,0.7
,Texas,48,Sequelae of assault,Y87.1,320,461846329,0.1
Total,Texas,48,,,27421,461846329,5.9
,Utah,49,"Assault by hanging, strangulation and suffocation",X91,65,50203457,0.1
,Utah,49,Assault by handgun discharge,X93,56,50203457,0.1
,Utah,49,"Assault by rifle, shotgun and larger firearm discharge",X94,59,50203457,0.1
,Utah,49,Assault by other and unspecified firearm discharge,X95,514,50203457,1
,Utah,49,"Assault by smoke, fire and flames",X97,10,50203457,
,Utah,49,Assault by sharp object,X99,111,50203457,0.2
,Utah,49,Assault by bodily force,Y04,10,50203457,
,Utah,49,By unspecified person,Y07.9,25,50203457,0
,Utah,49,Assault by other specified means,Y08,30,50203457,0.1
,Utah,49,Assault by unspecified means,Y09,172,50203457,0.3
,Utah,49,Sequelae of assault,Y87.1,13,50203457,
Total,Utah,49,,,1105,50203457,2.2
,Vermont,50,"Assault by hanging, strangulation and suffocation",X91,12,11801177,
,Vermont,50,"Assault by rifle, shotgun and larger firearm discharge",X94,21,11801177,0.2
,Vermont,50,Assault by other and unspecified firearm discharge,X95,89,11801177,0.8
,Vermont,50,Assault by sharp object,X99,37,11801177,0.3
,Vermont,50,Assault by unspecified means,Y09,37,11801177,0.3
Total,Vermont,50,,,228,11801177,1.9
,Virginia,51,Terrorism involving destruction of aircraft,U01.1,104,148302749,0.1
,Virginia,51,"Assault by drugs, medicaments and biological substances",X85,12,148302749,
,Virginia,51,"Assault by hanging, strangulation and suffocation",X91,261,148302749,0.2
,Virginia,51,Assault by drowning and submersion,X92,22,148302749,0
,Virginia,51,Assault by handgun discharge,X93,1847,148302749,1.2
,Virginia,51,"Assault by rifle, shotgun and larger firearm discharge",X94,375,148302749,0.3
,Virginia,51,Assault by other and unspecified firearm discharge,X95,3170,148302749,2.1
,Virginia,51,"Assault by smoke, fire and flames",X97,44,148302749,0
,Virginia,51,Assault by sharp object,X99,853,148302749,0.6
,Virginia,51,Assault by blunt object,Y00,62,148302749,0
,Virginia,51,Assault by bodily force,Y04,20,148302749,0
,Virginia,51,By unspecified person,Y06.9,12,148302749,
,Virginia,51,By unspecified person,Y07.9,92,148302749,0.1
,Virginia,51,Assault by other specified means,Y08,140,148302749,0.1
,Virginia,51,Assault by unspecified means,Y09,591,148302749,0.4
,Virginia,51,Sequelae of assault,Y87.1,65,148302749,0
Total,Virginia,51,,,7712,148302749,5.2
,Washington,53,"Assault by drugs, medicaments and biological substances",X85,27,124725438,0
,Washington,53,"Assault by hanging, strangulation and suffocation",X91,196,124725438,0.2
,Washington,53,Assault by drowning and submersion,X92,14,124725438,
,Washington,53,Assault by handgun discharge,X93,428,124725438,0.3
,Washington,53,"Assault by rifle, shotgun and larger firearm discharge",X94,195,124725438,0.2
,Washington,53,Assault by other and unspecified firearm discharge,X95,1717,124725438,1.4
,Washington,53,"Assault by smoke, fire and flames",X97,41,124725438,0
,Washington,53,Assault by sharp object,X99,546,124725438,0.4
,Washington,53,Assault by blunt object,Y00,30,124725438,0
,Washington,53,Assault by crashing of motor vehicle,Y03,19,124725438,
,Washington,53,Assault by bodily force,Y04,39,124725438,0
,Washington,53,By unspecified person,Y06.9,12,124725438,
,Washington,53,By unspecified person,Y07.9,20,124725438,0
,Washington,53,Assault by other specified means,Y08,68,124725438,0.1
,Washington,53,Assault by unspecified means,Y09,568,124725438,0.5
,Washington,53,Sequelae of assault,Y87.1,84,124725438,0.1
Total,Washington,53,,,4027,124725438,3.2
,West Virginia,54,"Assault by hanging, strangulation and suffocation",X91,65,34785800,0.2
,West Virginia,54,Assault by handgun discharge,X93,140,34785800,0.4
,West Virginia,54,"Assault by rifle, shotgun and larger firearm discharge",X94,145,34785800,0.4
,West Virginia,54,Assault by other and unspecified firearm discharge,X95,775,34785800,2.2
,West Virginia,54,"Assault by smoke, fire and flames",X97,35,34785800,0.1
,West Virginia,54,Assault by sharp object,X99,170,34785800,0.5
,West Virginia,54,Assault by blunt object,Y00,16,34785800,
,West Virginia,54,Assault by bodily force,Y04,23,34785800,0.1
,West Virginia,54,By unspecified person,Y07.9,18,34785800,
,West Virginia,54,Assault by other specified means,Y08,32,34785800,0.1
,West Virginia,54,Assault by unspecified means,Y09,219,34785800,0.6
,West Virginia,54,Sequelae of assault,Y87.1,28,34785800,0.1
Total,West Virginia,54,,,1715,34785800,4.9
,Wisconsin,55,"Assault by drugs, medicaments and biological substances",X85,31,106557379,0
,Wisconsin,55,"Assault by hanging, strangulation and suffocation",X91,171,106557379,0.2
,Wisconsin,55,Assault by handgun discharge,X93,1286,106557379,1.2
,Wisconsin,55,"Assault by rifle, shotgun and larger firearm discharge",X94,243,106557379,0.2
,Wisconsin,55,Assault by other and unspecified firearm discharge,X95,861,106557379,0.8
,Wisconsin,55,"Assault by smoke, fire and flames",X97,32,106557379,0
,Wisconsin,55,Assault by sharp object,X99,370,106557379,0.3
,Wisconsin,55,Assault by blunt object,Y00,61,106557379,0.1
,Wisconsin,55,Assault by crashing of motor vehicle,Y03,19,106557379,
,Wisconsin,55,Assault by bodily force,Y04,34,106557379,0
,Wisconsin,55,By unspecified person,Y06.9,17,106557379,
,Wisconsin,55,By unspecified person,Y07.9,79,106557379,0.1
,Wisconsin,55,Assault by other specified means,Y08,77,106557379,0.1
,Wisconsin,55,Assault by unspecified means,Y09,233,106557379,0.2
,Wisconsin,55,Sequelae of assault,Y87.1,60,106557379,0.1
Total,Wisconsin,55,,,3611,106557379,3.4
,Wyoming,56,"Assault by hanging, strangulation and suffocation",X91,17,10296319,
,Wyoming,56,Assault by handgun discharge,X93,34,10296319,0.3
,Wyoming,56,"Assault by rifle, shotgun and larger firearm discharge",X94,15,10296319,
,Wyoming,56,Assault by other and unspecified firearm discharge,X95,99,10296319,1
,Wyoming,56,Assault by sharp object,X99,34,10296319,0.3
,Wyoming,56,Assault by crashing of motor vehicle,Y03,15,10296319,
,Wyoming,56,Assault by other specified means,Y08,13,10296319,
,Wyoming,56,Assault by unspecified means,Y09,59,10296319,0.6
Total,Wyoming,56,,,320,10296319,3.1
Total,,,,,334215,5761465567,5.8
